Weather_Condition,Air_Traffic_Congestion,Technical_Issues,Airport_Operations,Security_Conditions,Late_Arrivals,Delay
31,10,48,68,28,79,1.941204995
29,29,39,82,10,78,2.287085022
14,45,58,41,77,53,1.804414241
61,86,39,100,7,99,3.016974455
77,14,93,11,22,94,1.203598811
16,59,40,17,2,99,4.253621057
21,86,82,46,90,62,1.245457973
29,11,42,19,23,78,3.05455652
80,90,45,30,72,49,3.25363604
15,5,34,31,28,66,8.557472891
51,93,73,60,74,92,4.17431741
7,4,56,3,92,51,4.437902366
63,45,65,33,34,44,0.907219046
38,37,25,93,7,59,6.392933722
30,34,49,6,98,1,2.383136523
11,54,88,16,21,6,1.064531556
32,63,39,53,42,83,3.998784346
57,5,34,52,3,22,1.130925349
11,13,39,45,98,78,3.024379968
24,51,83,69,93,80,7.383479536
37,49,29,80,94,85,0.629481774
47,16,7,55,77,38,0.851426059
81,8,68,65,92,19,4.19633906
82,39,65,51,0,84,1.772114334
54,94,9,44,89,31,5.066105555
2,35,56,55,47,83,1.962436508
98,73,48,99,7,60,4.628790898
68,90,39,77,55,95,2.377869097
34,48,0,10,62,12,3.142339395
50,51,71,19,84,26,12.02706056
26,68,90,44,41,4,2.234785339
36,80,66,86,21,45,3.608044056
84,30,46,44,86,31,1.21550167
15,56,68,7,26,16,6.581105513
91,77,83,41,93,81,2.13814759
24,86,87,75,28,45,0.679229918
32,92,79,29,87,59,1.154356412
61,78,69,97,82,96,1.546079961
16,46,57,61,84,44,5.616773851
42,75,24,79,41,72,0.743933202
29,96,93,3,37,14,1.72056277
40,59,46,9,18,32,4.10697076
3,93,41,41,14,11,6.658469011
65,21,91,25,22,53,3.808293952
59,29,42,20,14,70,1.717028683
8,31,97,52,81,80,0.945073794
30,83,38,54,83,41,3.005603003
88,37,23,90,68,84,0.706885311
100,83,85,41,55,60,2.997632765
99,1,64,27,66,46,1.814500507
68,94,78,33,3,28,0.631959965
23,63,56,97,64,15,1.539910126
23,49,34,30,91,53,9.679519705
92,54,42,93,35,56,2.732582364
44,27,39,35,70,21,8.600245243
94,2,77,23,51,97,1.380321207
36,58,76,34,85,45,1.679700616
57,19,38,45,7,44,1.299981521
82,98,6,94,13,61,0.433872019
22,61,15,32,99,26,1.16391344
34,62,45,84,18,34,0.1401962
62,18,50,64,43,28,7.878442265
5,5,10,21,60,57,2.735653087
5,74,76,43,26,18,2.616742781
100,44,35,12,20,84,1.689062842
29,69,94,25,46,77,1.147285119
0,81,78,86,40,78,4.24236708
62,61,29,80,82,48,5.908802559
7,77,25,11,67,67,3.407855471
27,13,33,30,78,32,7.605792259
88,64,31,39,11,72,2.238773142
32,53,6,49,18,42,4.777584687
52,80,78,26,9,40,4.653929432
37,59,71,50,76,88,3.908901124
51,77,53,84,21,61,1.954171202
77,30,93,29,21,44,2.704250876
10,44,36,28,97,89,1.984353976
1,73,79,44,72,14,9.01288104
52,96,7,43,29,82,0.919728602
93,68,89,0,50,73,2.604967136
93,79,53,61,13,23,19.52937048
67,19,9,24,99,21,1.277585428
76,47,36,12,94,34,5.970699376
6,21,11,88,91,48,0.934948147
66,39,3,84,76,17,1.269579195
8,80,90,65,67,20,2.38302026
77,49,48,86,49,28,0.642473683
62,49,44,31,91,19,0.560734627
10,8,33,58,91,53,2.524393978
36,72,14,47,39,89,0.514802402
13,78,13,88,67,89,1.482528063
18,51,34,78,65,36,3.06407497
7,45,15,34,46,77,0.532950126
6,77,14,37,33,42,2.579243536
58,72,66,91,71,40,7.801849424
62,8,88,84,91,48,0.520343733
6,32,68,22,18,51,2.842689709
54,56,42,6,68,50,1.306305715
2,30,69,3,34,9,0.701683143
66,73,43,31,51,75,19.53692418
17,73,25,54,68,99,1.082131495
44,38,72,63,100,87,2.002313826
96,68,88,12,63,40,1.124814844
100,81,39,99,40,21,11.87867158
91,52,75,80,52,80,12.51326419
35,96,86,38,30,16,9.828057435
15,81,95,0,27,54,24
78,57,71,43,74,8,4.071244443
28,75,46,76,39,70,0.686878513
58,88,30,16,59,55,0.962187153
17,63,2,40,64,74,2.536356128
48,26,93,51,15,47,1.660382505
45,8,34,6,33,6,1.890703121
82,48,49,16,42,76,1.043576753
28,63,72,1,47,10,8.76107746
69,76,93,26,82,32,3.587447267
49,62,77,50,54,13,2.278573609
54,21,23,65,32,67,1.133925979
26,1,72,49,81,43,3.201401762
6,38,21,81,21,58,1.511977476
90,56,35,6,0,4,4.554982515
82,78,94,28,42,89,0.602972529
80,22,91,48,68,30,2.215514691
40,61,33,33,60,50,2.071409346
10,12,36,71,100,32,2.444976162
4,46,99,33,98,1,3.378246487
65,19,34,16,97,44,5.976460623
55,12,0,18,7,2,8.747554619
11,54,75,50,27,51,3.570716676
41,26,52,29,10,32,2.467093094
74,80,3,76,87,14,4.453364694
9,30,0,82,81,43,6.576957802
27,89,46,26,55,16,7.900878575
6,21,38,66,45,48,5.30232126
13,31,63,95,16,17,2.30368117
76,63,32,64,21,91,4.012035835
68,21,26,34,83,16,4.68124785
60,61,89,27,58,88,1.283061714
50,91,29,12,16,88,2.225340884
41,46,41,68,86,47,1.611793951
7,0,69,98,96,8,1.674806273
49,67,83,66,35,29,4.019668642
0,79,85,49,100,22,1.90294889
68,42,57,74,14,49,1.712201179
10,86,69,15,85,64,1.616572325
47,37,7,57,31,8,6.003565905
9,40,41,2,76,54,2.968589562
14,99,18,10,38,66,3.41203134
46,13,19,89,13,2,14.45317175
92,2,65,20,44,77,2.997010978
24,64,59,11,82,47,7.251071767
5,43,38,79,78,79,2.891309181
10,15,57,52,43,89,1.993875029
16,7,48,99,37,47,14.46185872
14,64,50,14,4,20,7.372561835
15,84,26,80,83,85,8.652331556
55,61,6,20,55,98,1.151653365
65,1,51,91,88,20,9.317388813
35,75,66,72,83,11,2.555781115
82,77,29,85,91,33,2.377076103
37,85,25,15,57,94,4.224774285
84,55,2,75,85,18,0.816005972
74,83,42,56,100,26,0.262322093
2,16,35,9,0,46,3.198116836
97,60,27,78,56,29,3.14259592
17,6,40,69,70,34,4.483296669
78,84,69,59,47,47,10.05395324
88,33,44,43,24,42,6.096613488
53,59,1,99,82,41,6.025720338
78,21,26,4,40,86,1.713576906
93,21,56,35,49,38,14.94538018
16,20,81,62,89,7,2.952958575
81,12,51,5,49,46,3.471953723
94,69,4,86,67,29,3.046717338
81,88,51,72,46,2,3.698573089
98,43,65,16,28,58,3.297913355
12,30,31,19,90,40,0.672357757
62,24,62,35,63,76,3.635700392
13,95,1,25,92,34,11.68956899
58,54,56,36,99,69,2.288560128
35,28,56,4,2,40,2.187969853
17,34,85,12,15,46,1.595501918
4,75,10,72,51,86,2.322939324
13,79,98,48,65,28,1.202456254
24,72,68,43,72,56,6.543404053
43,76,49,2,14,57,2.666573781
38,75,99,86,19,57,2.723021567
11,89,25,95,27,81,6.513698908
60,14,96,10,21,87,2.626641687
61,67,33,33,2,10,1.513133748
52,48,57,66,14,1,1.003295383
52,73,1,81,70,32,5.324928817
27,47,97,76,2,59,4.624104602
34,43,74,56,19,56,0.35797675
64,37,2,5,7,11,9.61458405
2,11,14,28,64,41,0.719966374
42,59,15,72,6,28,0.822236999
49,85,69,6,78,44,2.527751461
70,37,76,29,84,59,2.70466822
8,63,68,2,53,41,2.72469365
35,93,58,89,44,33,1.475419322
22,14,0,20,53,77,1.107445556
87,35,100,98,22,99,2.706725479
73,68,77,12,10,82,1.394060448
49,67,96,24,20,13,8.049383374
54,89,45,42,24,55,0.939166106
11,42,94,52,38,41,1.073381861
82,18,65,59,76,24,3.028025782
31,77,82,87,3,58,6.964726919
23,90,1,68,28,82,4.208804573
85,37,12,38,78,18,1.26402314
66,25,89,23,47,30,1.181027359
26,86,94,91,50,3,8.870922761
60,48,91,67,47,45,2.71785605
18,60,14,72,12,30,0.706828555
72,65,71,8,70,35,4.199691691
50,76,64,50,50,9,3.191898845
63,11,45,87,22,38,4.289778636
76,100,91,87,94,51,22.79426417
1,35,95,28,4,35,1.425212969
35,66,50,18,39,31,2.173959463
92,67,93,36,2,41,2.246853954
10,30,32,78,34,46,5.526103635
97,40,36,4,37,73,1.501286015
67,27,82,68,33,89,6.676929257
67,74,71,41,59,66,2.360810941
63,46,18,68,31,46,3.578975892
0,55,33,78,88,61,0.573693317
88,79,54,77,24,27,1.072769398
25,28,28,54,18,52,3.878413838
10,14,58,83,81,67,0.723517143
86,84,2,60,96,2,0.969550571
1,13,100,28,9,54,0.256718077
82,15,43,82,57,70,3.982581017
92,90,88,53,48,43,3.402167682
39,27,44,62,61,23,3.908821579
3,77,57,70,99,74,0.8805672
79,35,39,89,14,62,1.959834347
36,9,8,67,29,14,0.719225086
60,46,71,85,83,34,0.781098584
90,53,42,97,20,76,0.665739558
4,8,70,33,35,82,0.969697836
14,91,12,53,35,68,6.776863032
86,13,96,55,97,3,3.543508793
66,63,31,8,21,71,1.277746947
81,82,20,84,80,56,3.611643055
25,56,84,44,95,56,1.147055079
5,76,50,69,86,68,10.2293824
43,55,95,32,28,40,4.615277598
57,50,15,99,45,82,1.080158594
80,54,47,14,61,29,2.20905088
45,100,47,18,49,13,1.584882186
41,38,56,71,45,76,3.228297454
47,51,68,81,85,59,0.655510019
26,62,99,46,85,69,2.963379159
19,60,22,7,85,8,2.354018131
69,66,84,5,89,12,6.117656175
34,70,54,62,77,98,1.806627402
75,27,23,78,31,66,1.332890868
47,13,69,46,44,27,7.886093591
66,36,3,32,79,26,1.767944421
67,51,9,43,27,3,0.847882539
51,21,11,61,86,72,4.94740424
67,94,41,5,75,24,2.161934925
3,0,29,80,37,100,1.029072391
38,75,0,38,95,17,0.971337656
20,87,18,9,35,25,3.063275906
65,93,36,72,47,14,2.174107987
15,53,21,97,22,11,0.847435513
6,45,1,66,74,24,4.25133643
82,90,65,22,92,26,1.511143882
96,79,38,91,95,51,6.876096526
8,84,82,20,38,51,0.564828337
100,67,6,64,68,98,1.07114977
16,65,94,4,4,86,1.480095921
90,84,17,94,75,15,15.97461352
96,6,0,50,21,42,24
11,100,64,23,40,87,0.099091419
56,70,81,47,26,96,24
44,65,37,56,45,89,2.888049095
10,75,66,97,34,8,24
12,0,17,73,89,39,2.018067233
30,2,21,13,85,69,13.28618485
76,0,7,81,82,6,0.778324771
25,34,37,99,98,3,7.662402558
62,15,73,34,9,71,3.579073461
30,7,2,70,52,35,2.985573136
21,20,16,25,1,33,0.79361289
5,4,6,40,90,19,5.076008188
19,55,100,56,4,77,3.611215252
84,30,85,91,8,84,2.799991948
9,89,10,19,75,43,3.87355923
82,0,47,69,27,10,0.458149321
34,86,18,72,40,45,4.760444264
25,12,28,87,78,34,2.479690172
70,31,27,47,89,84,0.967888952
36,68,27,78,6,70,2.210669471
7,83,60,57,68,90,0.670148732
4,50,35,32,73,91,0.798140254
43,91,23,8,97,1,6.563131434
99,6,54,43,93,4,4.923504927
91,57,74,59,52,9,5.109032138
66,76,30,62,74,54,12.85389034
71,31,7,79,73,7,9.982709608
78,17,47,83,25,1,1.928932655
90,45,17,23,70,35,0.407295042
48,7,95,76,12,28,4.191643311
35,92,39,46,32,64,1.265505006
79,83,94,53,66,3,4.955111157
25,25,11,81,83,27,1.499809941
44,17,51,15,6,42,13.36684524
60,45,91,82,20,58,0.246027194
43,1,50,52,80,15,1.314580523
3,46,57,29,6,2,10.08541798
75,48,7,42,54,52,5.436358153
80,57,18,32,35,11,3.950784696
57,87,23,40,30,85,7.265517815
25,7,29,6,1,4,3.406487752
94,21,31,40,39,70,10.49627997
78,97,10,25,34,84,6.942401837
97,95,78,69,94,10,7.404852278
28,98,1,84,13,77,18.26960904
8,24,73,45,16,36,1.555809967
77,70,65,21,39,53,2.85318603
35,77,27,90,38,86,0.288167954
3,43,10,16,33,55,1.8116443
58,28,26,43,70,12,4.655047538
36,100,94,41,59,59,2.816733747
87,100,71,67,51,6,1.602585831
80,6,42,33,69,12,3.495566655
12,96,6,94,65,4,1.163132698
19,80,24,51,97,0,10.70946099
16,82,16,72,70,95,0.907809822
50,24,57,49,12,64,3.739644998
90,7,83,99,74,96,3.92287975
54,75,46,51,46,56,11.31344953
32,2,19,1,56,95,0.840842484
20,30,65,67,72,93,11.03952935
80,71,65,62,53,0,1.357562401
21,67,89,72,20,70,6.267633615
24,31,27,56,2,25,0.937173538
66,6,77,4,80,25,3.47226391
90,13,13,2,81,91,6.681948525
90,33,14,47,53,57,1.915653842
11,68,79,25,2,13,1.628141367
14,11,98,20,82,97,3.003115621
83,36,57,46,72,10,5.042469769
85,26,67,73,61,11,7.201968792
1,84,18,36,84,7,3.293304347
3,76,99,50,62,11,8.019205043
44,88,97,38,88,33,12.82300364
12,33,46,6,12,24,6.679083086
54,41,34,65,42,80,1.199654267
31,63,5,40,97,38,0.575819707
21,47,71,69,80,61,5.338797558
88,16,42,10,97,33,1.436646961
90,20,23,29,16,96,1.382269703
54,14,98,61,61,53,15.12946144
16,25,29,47,31,42,7.722534454
69,32,42,28,31,39,3.087475119
50,98,91,52,24,71,0.60791267
79,89,15,80,10,9,0.866306268
7,11,20,27,84,83,11.04462392
60,21,96,13,93,27,2.043409076
96,73,70,5,82,79,0.629114896
9,72,10,2,0,96,5.11442539
97,99,90,94,89,28,5.939734132
18,97,33,64,18,27,4.048358215
13,84,94,54,89,12,3.845344381
66,96,30,43,64,0,2.371486634
54,73,26,76,64,6,3.847022261
60,44,70,74,73,57,1.978760636
55,6,44,80,79,80,0.691851187
62,62,91,70,25,9,0.829784731
86,27,11,14,70,58,2.87837479
10,81,36,32,5,40,2.322561127
46,78,66,46,6,84,0.528122992
5,39,44,73,68,64,6.811011178
33,93,89,99,89,69,3.575153868
64,88,55,81,74,21,3.033636926
98,60,49,88,62,87,1.123047546
88,49,49,1,17,33,1.540175429
63,93,32,31,77,74,10.88859643
92,79,55,95,28,51,2.971817391
86,9,27,53,67,17,2.961353957
81,24,85,67,98,81,2.025127415
77,11,18,12,56,37,0.791125271
80,0,76,45,31,27,12.53510286
65,72,88,26,79,52,4.542410899
30,83,67,81,58,68,0.955902095
82,37,38,13,65,86,5.53325369
95,81,9,89,61,19,1.358448207
61,92,88,11,60,3,5.521915324
53,36,5,29,87,31,4.272011594
91,58,53,15,34,41,2.007836204
7,11,98,74,76,69,1.980807302
41,36,43,39,36,98,0.356649717
40,95,97,32,81,74,0.395416355
58,11,58,15,52,27,2.665956704
39,55,18,88,91,52,1.703865978
21,100,33,68,76,67,5.601408637
23,38,79,19,30,24,1.494593121
37,75,84,82,32,49,4.043688179
1,55,5,46,29,44,1.919685302
40,96,60,35,24,40,10.19191032
18,55,3,28,8,24,9.239900394
1,31,78,87,53,73,2.440066607
91,32,53,42,16,20,1.496821337
95,23,38,15,64,46,3.208724348
61,30,91,98,82,34,15.99955811
82,61,11,26,38,25,2.031664278
15,93,86,29,40,26,3.211766739
93,89,42,18,59,55,11.93501697
21,1,50,6,76,88,22.77597113
13,51,64,26,15,22,0.393489945
55,80,8,78,3,26,3.318549039
64,0,37,15,7,13,2.224844401
44,51,84,66,84,76,0.746288535
53,94,69,26,85,18,4.353081537
65,92,94,3,28,22,0.56793397
85,74,74,23,81,89,1.464809348
45,3,37,28,43,12,4.680315429
32,99,80,83,42,34,3.254566101
78,7,97,25,33,5,0.577389139
49,99,42,71,20,68,4.180220631
21,46,92,85,3,41,0.878869196
39,20,52,64,24,54,1.773442972
38,74,53,2,60,10,0.517226221
40,11,94,62,71,96,3.320061826
74,89,49,28,13,14,4.531151975
67,90,29,11,69,100,4.045538822
6,33,34,12,52,64,24
84,73,26,41,41,69,16.40559921
70,72,55,12,58,76,4.107688094
3,76,82,70,70,50,2.538335137
75,75,91,20,83,15,3.936372837
90,80,4,51,60,2,9.021816796
58,67,74,71,44,25,1.982223027
80,63,89,98,19,100,3.345585728
83,27,69,83,2,46,1.26788816
94,40,32,76,96,71,2.421910561
25,83,81,8,56,14,1.385778195
30,70,69,6,35,70,0.926885491
98,71,29,14,44,1,2.354040109
72,98,77,30,81,30,0.678565248
68,92,52,85,80,17,3.845358414
51,46,76,62,95,58,3.222043267
71,14,0,40,13,74,3.062998535
20,94,20,45,25,47,0.393099491
15,75,17,79,38,87,2.790580559
50,20,15,17,20,14,3.515495352
15,47,4,94,74,43,1.912416863
17,79,79,74,70,35,2.094187201
46,38,8,81,9,37,5.372354732
55,31,82,66,58,97,5.806728192
27,5,15,92,61,88,11.74860838
81,87,32,63,49,80,1.354252663
77,95,45,97,15,72,0.525982031
55,17,91,85,81,50,2.510953258
36,55,5,7,34,36,6.463409496
15,73,52,16,68,3,2.048089696
84,92,61,73,40,78,5.066728448
64,8,92,52,24,59,12.24127912
59,12,62,54,91,10,1.688288958
60,26,82,100,2,61,2.199919282
10,100,91,35,45,47,6.780472238
74,7,3,28,63,100,2.973294882
65,52,59,33,43,44,0.394072998
31,65,1,46,98,11,7.729358022
18,3,89,56,20,20,5.986316159
55,73,77,74,16,64,1.081584892
4,13,13,26,83,13,2.593664988
2,24,75,4,90,77,10.779341
27,40,92,30,30,19,5.651058558
89,77,25,74,69,11,24
86,73,28,1,46,45,0.822375591
93,71,95,68,89,12,0.415525829
71,5,35,67,87,67,0.287291121
99,4,51,36,76,37,6.566597871
28,20,89,63,24,26,1.355190812
76,48,7,11,28,91,4.654438097
58,22,49,97,12,67,0.575850693
24,36,13,9,20,23,2.518036626
21,82,51,53,75,57,15.05278855
96,52,12,32,38,14,7.171307317
100,48,61,6,19,17,4.187826915
70,83,95,25,76,23,3.367736639
22,9,99,23,33,58,6.977423809
69,81,67,22,80,94,6.446271964
78,19,10,71,70,96,2.927769129
78,47,11,32,47,29,2.566654595
39,10,64,71,44,51,5.931495811
97,78,63,84,46,13,3.275885825
13,95,47,84,97,57,2.577969851
28,10,8,2,57,39,2.496769115
15,92,36,87,66,86,21.54845585
92,38,25,6,12,78,0.853637701
86,0,86,73,54,94,2.64828964
9,63,0,44,19,77,2.065684973
46,46,67,95,15,47,2.765943874
3,90,13,34,59,58,1.274181935
11,98,74,11,87,48,3.882863327
41,7,45,93,28,75,3.170517158
97,75,31,28,5,77,3.92183276
3,91,38,69,4,16,0.703262937
83,47,84,54,6,50,0.353470878
91,82,2,56,68,95,1.939595073
91,92,36,52,65,25,7.056704487
5,81,94,78,29,23,3.41991901
13,97,23,19,28,32,2.166346618
34,18,16,8,69,91,2.938568768
46,87,32,27,37,76,3.226268142
57,97,93,41,94,83,2.338975819
64,95,74,39,74,65,0.88034043
18,65,65,37,2,28,2.535444577
56,63,30,34,90,85,1.909160736
64,95,3,91,39,47,0.893837235
12,71,6,79,71,36,5.087673189
7,61,74,2,84,85,2.114721438
17,52,90,38,80,46,1.198923948
34,72,61,88,77,52,5.589696584
86,22,90,67,85,12,3.91204398
25,28,27,21,59,81,1.632133369
37,70,47,77,10,58,2.344535238
83,4,6,18,25,55,20.69928064
65,39,64,8,53,2,2.703660784
25,31,94,76,78,38,1.470226648
56,2,72,44,38,49,3.612408289
99,9,58,87,45,81,6.519076371
24,61,83,9,83,49,0.613153632
29,39,58,99,44,47,1.707956677
81,92,14,10,88,97,3.175690985
6,44,66,72,32,85,0.84604794
26,82,40,86,15,76,9.822036429
10,88,35,82,92,22,0.476745005
100,83,15,51,80,37,12.47488216
7,45,65,49,65,97,10.15368796
10,73,61,16,60,68,5.526696388
87,50,77,43,29,24,5.86511895
29,10,46,22,92,41,0.390220239
93,77,31,69,39,75,0.461727965
14,50,97,74,69,100,4.767261142
55,94,85,70,65,30,3.386717364
34,4,77,32,79,55,4.998863393
38,27,83,50,8,26,0.640839347
23,82,81,38,40,74,6.101443107
7,32,24,34,35,37,3.145365126
42,1,56,13,63,59,2.881188421
41,92,97,80,10,75,12.38821616
83,81,22,32,4,21,1.424038928
40,9,69,84,1,11,6.358787943
46,55,15,92,43,44,2.591366253
25,14,30,9,87,47,1.038293115
51,85,44,73,59,94,1.773508495
87,26,82,34,91,87,0.751946077
21,26,41,57,37,85,8.663803228
4,85,31,94,28,39,0.205483837
14,20,36,70,71,11,2.468302143
35,30,45,18,46,82,0.935360521
100,60,42,37,62,88,1.773826233
62,97,84,44,67,12,7.915308745
92,69,68,10,67,97,8.841834018
78,12,28,11,78,43,2.541173488
90,39,56,64,91,6,8.594374632
48,14,26,6,20,16,0.313873632
54,90,18,86,74,55,3.158320434
71,58,65,5,96,23,0.879514152
59,94,88,90,29,100,1.899705679
56,41,17,33,58,90,1.140861081
28,22,42,29,1,37,0.726357155
18,63,66,86,83,58,1.730687383
94,98,29,8,3,59,3.144672545
72,53,55,70,65,20,1.775253154
9,7,70,99,49,37,1.299066592
100,96,1,59,16,23,0.303190193
9,27,22,76,27,60,5.736525324
96,70,96,5,34,72,1.186958357
88,99,100,36,4,60,9.784263284
56,12,33,84,25,37,5.261672336
53,41,32,85,41,56,2.752107507
55,30,54,34,92,43,2.619676888
67,12,91,77,93,2,2.27077333
68,34,77,94,82,5,2.007096565
86,49,54,55,12,73,1.910742068
54,70,80,69,97,77,1.196188944
68,21,74,88,57,93,1.559933116
71,39,43,54,49,66,1.630791201
80,51,95,23,62,98,11.98297265
0,97,38,82,82,80,12.24987315
11,8,18,49,90,15,3.614484955
34,31,2,14,74,93,0.92416993
77,98,17,99,50,4,19.62233634
81,2,76,21,28,36,10.33511995
73,63,68,65,38,58,9.274548259
78,20,75,16,47,92,4.099495748
32,76,48,38,68,47,3.145077922
82,96,22,99,67,57,1.170619917
97,35,82,92,95,79,1.240047739
24,9,81,83,10,43,2.345051764
15,99,19,44,77,63,2.018012025
7,17,13,40,50,36,2.551686448
34,94,38,45,74,65,9.032613061
84,0,29,39,71,95,1.614888005
82,30,63,98,27,31,4.589869538
45,25,61,98,29,91,4.844011946
10,79,22,52,40,71,15.5794847
60,37,15,12,18,81,1.359894856
43,54,60,30,96,92,14.11094942
10,75,64,47,7,17,1.311404098
10,42,76,25,99,16,3.863113301
21,42,30,99,9,7,2.768406029
84,50,68,86,37,95,3.046334315
90,92,48,0,19,97,7.370923023
81,59,42,33,34,86,0.971013399
61,57,74,37,77,20,0.701089409
47,59,78,56,21,22,0.470869082
93,75,59,52,47,93,0.585132329
62,4,45,56,8,79,6.732347064
50,41,14,50,14,78,0.787756069
44,1,48,34,70,71,1.930689657
32,59,94,37,48,65,4.146222666
84,11,52,1,77,79,1.149489901
59,13,4,37,3,33,3.767404668
1,46,6,4,84,52,2.514546536
12,53,20,73,37,42,2.656290487
65,93,43,10,50,16,0.650185801
56,34,87,9,48,45,4.305913335
42,46,64,13,100,96,0.791360231
44,16,61,65,39,100,4.930817437
30,2,46,0,82,78,6.468261686
9,72,28,100,88,22,1.106815421
22,59,62,47,39,85,3.275973412
85,70,23,41,84,62,1.313735479
28,63,47,5,65,46,10.83457578
96,83,4,83,75,90,0.888746457
30,60,86,67,33,65,5.835087032
77,75,21,51,12,58,1.941831698
73,6,0,66,15,93,2.235300981
17,92,27,10,92,35,1.733964406
10,61,69,42,29,25,9.200928659
46,28,95,72,43,54,0.4151732
2,17,76,0,50,85,4.036845804
1,1,0,7,63,84,4.187851452
53,47,77,5,66,76,1.43164429
71,10,36,65,75,98,14.90792155
30,25,37,99,35,93,1.458926302
7,90,8,30,99,81,3.253203683
42,18,33,43,36,10,10.81201416
47,58,42,7,35,90,1.108176485
1,83,59,36,1,22,7.155925113
21,87,83,78,58,18,1.958560234
4,12,52,80,35,14,6.054420365
6,5,47,52,86,26,0.933026381
19,39,32,0,58,78,1.69988335
91,36,44,7,57,70,23.10887384
76,64,84,10,46,32,1.741944077
1,51,25,41,51,98,0.730925328
31,1,8,6,97,39,16.0619463
89,40,59,55,5,38,0.585065651
2,61,5,37,21,41,2.359392653
40,29,92,75,56,9,3.999942373
41,87,99,71,14,5,1.529198048
76,37,38,78,80,60,1.910377689
84,90,18,43,54,10,6.340438221
44,29,43,31,56,8,9.336193194
100,8,27,79,96,24,7.853819601
86,100,98,52,42,65,0.405995462
70,15,2,0,67,63,2.662469982
16,34,100,26,53,45,0.959305926
91,91,13,90,60,25,0.963341407
46,75,14,32,67,89,0.896819572
93,75,26,8,45,80,1.235055628
68,50,29,86,97,42,2.245549412
23,8,84,71,94,56,4.286077697
70,28,86,22,90,54,1.618586788
33,50,8,34,61,10,1.445524919
49,84,70,54,46,88,1.728834831
41,16,44,84,48,75,2.325964959
32,32,59,65,89,96,2.265068355
26,33,61,93,57,16,1.179458571
77,89,97,33,57,56,1.952739543
58,17,64,25,33,74,7.020992799
18,97,87,93,25,58,5.029086583
75,88,16,48,67,100,2.253832032
2,51,48,18,100,30,8.038242492
70,50,0,38,16,0,1.248036202
98,97,67,93,60,61,9.379988515
24,49,29,72,92,58,2.902885602
14,47,98,2,66,35,4.902369084
82,44,97,53,4,61,0.889792546
59,78,41,29,41,54,1.048449948
82,65,9,15,79,5,1.449175987
22,86,34,52,4,42,2.753063445
10,44,21,0,5,52,0.558407319
58,69,18,74,85,22,5.224900916
84,18,30,52,33,94,0.679057885
33,33,93,51,77,98,19.73191394
6,36,1,76,54,34,5.869916124
43,58,60,70,67,93,0.798797695
90,45,36,19,55,67,1.939524037
63,62,52,57,28,93,0.480430405
22,86,32,38,76,68,1.559263039
57,78,77,23,93,55,5.478713922
19,1,24,38,8,72,1.834508331
26,37,15,99,31,16,2.78603859
59,88,25,54,84,9,2.89422453
7,71,99,12,33,65,1.836309909
100,59,59,55,17,70,1.571955311
66,74,20,67,61,1,7.915133339
1,28,13,69,48,80,0.273224046
21,59,75,71,88,27,3.559698445
